region,district,year,crop,area_ha,yield_mt_ha,production_mt,production_corrected,crop_group,cluster,group_name
ASHANTI,Asante Akim North,2013,Maize,12250.0,1.3,15925.0,False,cereal,0,Root & tuber belt
ASHANTI,Asante Akim South,2013,Maize,5558.0,1.1,6113.8,False,cereal,0,Root & tuber belt
ASHANTI,K. M. A.,2013,Maize,330.0,1.2,396.0,False,cereal,0,Root & tuber belt
ASHANTI,Bekwai Municipal (Amansie East),2013,Rice,97.0,2.7,261.9,False,cereal,0,Root & tuber belt
ASHANTI,Bosome Freho,2013,Rice,386.0,2.8,1080.8,False,cereal,0,Root & tuber belt
ASHANTI,Amansie Central,2013,Rice,36.0,2.5,90.0,False,cereal,0,Root & tuber belt
ASHANTI,Amansie West,2013,Rice,56.0,2.2,123.2,False,cereal,0,Root & tuber belt
ASHANTI,Ejura Sekyedumase,2013,Rice,3609.0,2.9,10466.1,False,cereal,3,Northern cereal-legume
ASHANTI,Mampong Municipal (Sekyere West),2013,Rice,45.0,2.6,117.0,False,cereal,0,Root & tuber belt
ASHANTI,Sekyere Central,2013,Rice,76.0,2.8,212.8,False,cereal,0,Root & tuber belt
ASHANTI,Sekyere East,2013,Rice,162.0,2.3,372.6,False,cereal,0,Root & tuber belt
ASHANTI,Sekyere Afram Plains,2013,Rice,102.0,2.7,275.4,False,cereal,0,Root & tuber belt
ASHANTI,Sekyere South,2013,Rice,112.0,2.6,291.2,False,cereal,0,Root & tuber belt
ASHANTI,Afigya Kwabre,2013,Rice,180.0,2.6,468.0,False,cereal,0,Root & tuber belt
ASHANTI,Ahafo Ano North,2013,Rice,485.0,3.5,1697.5,False,cereal,0,Root & tuber belt
ASHANTI,Ahafo Ano South,2013,Rice,921.0,3.6,3315.6,False,cereal,0,Root & tuber belt
ASHANTI,Atwima Mponua,2013,Rice,996.0,2.7,2689.2,False,cereal,0,Root & tuber belt
ASHANTI,Atwima Nwabiagya,2013,Rice,585.0,3.1,1813.5,False,cereal,0,Root & tuber belt
ASHANTI,Ejusu Juaben,2013,Rice,685.0,3.4,2329.0,False,cereal,0,Root & tuber belt
ASHANTI,Bosumtwe,2013,Rice,193.0,2.6,501.8,False,cereal,0,Root & tuber belt
ASHANTI,Atwima Kwanwoma,2013,Rice,274.0,2.6,712.4,False,cereal,0,Root & tuber belt
ASHANTI,Kwabre East,2013,Rice,112.0,2.5,280.0,False,cereal,0,Root & tuber belt
ASHANTI,Offinso,2013,Rice,193.0,2.9,559.7,False,cereal,1,Mixed transitional
ASHANTI,Offinso North,2013,Rice,311.0,3.0,933.0,False,cereal,1,Mixed transitional
ASHANTI,Adansi North,2013,Rice,417.0,2.7,1125.9,False,cereal,0,Root & tuber belt
ASHANTI,Obuasi Municipal (Adansi West),2013,Rice,58.0,2.6,150.8,False,cereal,1,Mixed transitional
ASHANTI,Adansi  South (East),2013,Rice,2173.0,2.6,5649.8,False,cereal,0,Root & tuber belt
ASHANTI,Asante Akim North,2013,Rice,498.0,3.1,1543.8,False,cereal,0,Root & tuber belt
ASHANTI,Asante Akim South,2013,Rice,460.0,2.4,1104.0,False,cereal,0,Root & tuber belt
ASHANTI,K. M. A.,2013,Rice,78.0,3.0,234.0,False,cereal,0,Root & tuber belt
ASHANTI,Bekwai Municipal (Amansie East),2013,Cassava,4200.0,25.0,105000.0,False,root,0,Root & tuber belt
ASHANTI,Bosome Freho,2013,Cassava,2100.0,18.0,37800.0,False,root,0,Root & tuber belt
ASHANTI,Amansie Central,2013,Cassava,6437.0,17.0,109429.0,False,root,0,Root & tuber belt
ASHANTI,Amansie West,2013,Cassava,3420.0,26.0,88920.0,False,root,0,Root & tuber belt
ASHANTI,Ejura Sekyedumase,2013,Cassava,3400.0,15.0,51000.0,False,root,3,Northern cereal-legume
ASHANTI,Mampong Municipal (Sekyere West),2013,Cassava,6800.0,21.0,142800.0,False,root,0,Root & tuber belt
ASHANTI,Sekyere Central,2013,Cassava,5160.0,21.0,108360.0,False,root,0,Root & tuber belt
ASHANTI,Sekyere East,2013,Cassava,3250.0,40.0,130000.0,False,root,0,Root & tuber belt
ASHANTI,Sekyere Afram Plains,2013,Cassava,1780.0,19.0,33820.0,False,root,0,Root & tuber belt
ASHANTI,Sekyere South,2013,Cassava,4927.0,17.0,83759.0,False,root,0,Root & tuber belt
ASHANTI,Afigya Kwabre,2013,Cassava,4360.0,17.0,74120.0,False,root,0,Root & tuber belt
ASHANTI,Ahafo Ano North,2013,Cassava,5880.0,17.0,99960.0,False,root,0,Root & tuber belt
ASHANTI,Ahafo Ano South,2013,Cassava,10950.0,20.0,219000.0,False,root,0,Root & tuber belt
ASHANTI,Atwima Mponua,2013,Cassava,5250.0,19.0,99750.0,False,root,0,Root & tuber belt
ASHANTI,Atwima Nwabiagya,2013,Cassava,6350.0,20.0,127000.0,False,root,0,Root & tuber belt
ASHANTI,Ejusu Juaben,2013,Cassava,5800.0,18.0,104400.0,False,root,0,Root & tuber belt
ASHANTI,Bosumtwe,2013,Cassava,2080.0,17.0,35360.0,False,root,0,Root & tuber belt
ASHANTI,Atwima Kwanwoma,2013,Cassava,3000.0,17.0,51000.0,False,root,0,Root & tuber belt
ASHANTI,Kwabre East,2013,Cassava,4100.0,17.0,69700.0,False,root,0,Root & tuber belt
ASHANTI,Offinso,2013,Cassava,4410.0,19.0,83790.0,False,root,1,Mixed transitional
ASHANTI,Offinso North,2013,Cassava,6850.0,15.0,102750.0,False,root,1,Mixed transitional
ASHANTI,Adansi North,2013,Cassava,6780.0,19.0,128820.0,False,root,0,Root & tuber belt
ASHANTI,Obuasi Municipal (Adansi West),2013,Cassava,322.0,19.0,6118.0,False,root,1,Mixed transitional
ASHANTI,Adansi  South (East),2013,Cassava,6680.0,20.0,133600.0,False,root,0,Root & tuber belt
ASHANTI,Asante Akim North,2013,Cassava,4800.0,20.0,96000.0,False,root,0,Root & tuber belt
ASHANTI,Asante Akim South,2013,Cassava,7000.0,20.0,140000.0,False,root,0,Root & tuber belt
ASHANTI,K. M. A.,2013,Cassava,380.0,14.0,5320.0,False,root,0,Root & tuber belt
ASHANTI,Bekwai Municipal (Amansie East),2013,Yam,500.0,11.4,5700.0,False,root,0,Root & tuber belt
ASHANTI,Bosome Freho,2013,Yam,195.0,14.0,2730.0,False,root,0,Root & tuber belt
ASHANTI,Amansie Central,2013,Yam,785.0,11.5,9027.5,False,root,0,Root & tuber belt
ASHANTI,Amansie West,2013,Yam,500.0,11.5,5750.0,False,root,0,Root & tuber belt
ASHANTI,Ejura Sekyedumase,2013,Yam,10450.0,16.8,175560.0,False,root,3,Northern cereal-legume
ASHANTI,Mampong Municipal (Sekyere West),2013,Yam,5670.0,15.7,89019.0,False,root,0,Root & tuber belt
ASHANTI,Sekyere Central,2013,Yam,2415.0,15.9,38398.5,False,root,0,Root & tuber belt
ASHANTI,Sekyere East,2013,Yam,2120.0,16.2,34344.0,False,root,0,Root & tuber belt
ASHANTI,Sekyere Afram Plains,2013,Yam,758.0,14.7,11142.6,False,root,0,Root & tuber belt
ASHANTI,Sekyere South,2013,Yam,1283.0,14.0,17962.0,False,root,0,Root & tuber belt
ASHANTI,Afigya Kwabre,2013,Yam,833.0,14.0,11662.0,False,root,0,Root & tuber belt
ASHANTI,Ahafo Ano North,2013,Yam,741.0,10.5,7780.5,False,root,0,Root & tuber belt
ASHANTI,Ahafo Ano South,2013,Yam,428.0,13.0,5564.0,False,root,0,Root & tuber belt
ASHANTI,Atwima Mponua,2013,Yam,456.0,15.0,6840.0,False,root,0,Root & tuber belt
ASHANTI,Atwima Nwabiagya,2013,Yam,1190.0,12.6,14994.0,False,root,0,Root & tuber belt
ASHANTI,Ejusu Juaben,2013,Yam,365.0,13.0,4745.0,False,root,0,Root & tuber belt
ASHANTI,Bosumtwe,2013,Yam,325.0,13.0,4225.0,False,root,0,Root & tuber belt
ASHANTI,Atwima Kwanwoma,2013,Yam,340.0,13.0,4420.0,False,root,0,Root & tuber belt
ASHANTI,Kwabre East,2013,Yam,182.0,11.0,2002.0,False,root,0,Root & tuber belt
ASHANTI,Offinso,2013,Yam,265.0,15.0,3975.0,False,root,1,Mixed transitional
ASHANTI,Offinso North,2013,Yam,840.0,15.0,12600.0,False,root,1,Mixed transitional
ASHANTI,Adansi North,2013,Yam,590.0,11.0,6490.0,False,root,0,Root & tuber belt
ASHANTI,Obuasi Municipal (Adansi West),2013,Yam,420.0,11.0,4620.0,False,root,1,Mixed transitional
ASHANTI,Adansi  South (East),2013,Yam,750.0,12.0,9000.0,False,root,0,Root & tuber belt
ASHANTI,Asante Akim North,2013,Yam,856.0,13.5,11556.0,False,root,0,Root & tuber belt
ASHANTI,Asante Akim South,2013,Yam,260.0,11.8,3068.0,False,root,0,Root & tuber belt
ASHANTI,K. M. A.,2013,Yam,7.0,10.0,70.0,False,root,0,Root & tuber belt
BRONG AHAFO,Sunyani Municipal,2013,Maize,15732.0,1.78,28002.96,False,cereal,1,Mixed transitional
BRONG AHAFO,Sunyani West,2013,Maize,23552.0,1.83,43100.16,False,cereal,1,Mixed transitional
BRONG AHAFO,Asutifi,2013,Maize,5187.0,1.86,9647.82,False,cereal,0,Root & tuber belt
BRONG AHAFO,Wenchi,2013,Maize,16433.0,1.95,32044.35,False,cereal,0,Root & tuber belt
BRONG AHAFO,Dormaa Municipal,2013,Maize,19463.0,1.8,35033.4,False,cereal,1,Mixed transitional
BRONG AHAFO,Dormaa East,2013,Maize,14673.0,1.84,26998.32,False,cereal,1,Mixed transitional
BRONG AHAFO,Berekum,2013,Maize,12845.0,1.98,25433.1,False,cereal,1,Mixed transitional
BRONG AHAFO,Tano North,2013,Maize,5812.0,1.85,10752.2,False,cereal,1,Mixed transitional
BRONG AHAFO,Tano South,2013,Maize,6040.0,1.88,11355.2,False,cereal,0,Root & tuber belt
BRONG AHAFO,Sene,2013,Maize,9002.0,1.77,15933.54,False,cereal,0,Root & tuber belt
BRONG AHAFO,Nkoranza South,2013,Maize,17005.0,1.88,31969.4,False,cereal,3,Northern cereal-legume
BRONG AHAFO,Nkoranza North,2013,Maize,20753.0,1.85,38393.05,False,cereal,1,Mixed transitional
BRONG AHAFO,Techiman,2013,Maize,12976.0,2.25,29196.0,False,cereal,0,Root & tuber belt
BRONG AHAFO,Asunafo North,2013,Maize,5845.0,1.8,10521.0,False,cereal,0,Root & tuber belt
BRONG AHAFO,Asunafo South,2013,Maize,5673.0,1.69,9587.37,False,cereal,0,Root & tuber belt
BRONG AHAFO,Jaman North,2013,Maize,3025.0,1.81,5475.25,False,cereal,0,Root & tuber belt
BRONG AHAFO,Jaman South,2013,Maize,6322.0,1.85,11695.7,False,cereal,0,Root & tuber belt
BRONG AHAFO,Kintampo North,2013,Maize,28103.0,1.97,55362.91,False,cereal,3,Northern cereal-legume
BRONG AHAFO,Kintampo South,2013,Maize,11859.0,1.85,21939.15,False,cereal,0,Root & tuber belt
BRONG AHAFO,Atebubu -Amantin,2013,Maize,1852.0,2.01,3722.52,False,cereal,0,Root & tuber belt
BRONG AHAFO,Pru,2013,Maize,3222.0,1.73,5574.06,False,cereal,0,Root & tuber belt
BRONG AHAFO,Tain,2013,Maize,2353.0,1.9,4470.7,False,cereal,0,Root & tuber belt
BRONG AHAFO,Asutifi,2013,Rice,325.0,1.92,624.0,False,cereal,0,Root & tuber belt
BRONG AHAFO,Dormaa Municipal,2013,Rice,953.0,1.26,1200.78,False,cereal,1,Mixed transitional
BRONG AHAFO,Tano North,2013,Rice,163.2,2.24,365.57,False,cereal,1,Mixed transitional
BRONG AHAFO,Tano South,2013,Rice,114.4,2.07,236.81,False,cereal,0,Root & tuber belt
BRONG AHAFO,Sene,2013,Rice,1900.0,1.67,3173.0,False,cereal,0,Root & tuber belt
BRONG AHAFO,Asunafo North,2013,Rice,133.0,1.34,178.22,False,cereal,0,Root & tuber belt
BRONG AHAFO,Asunafo South,2013,Rice,105.0,1.36,142.8,False,cereal,0,Root & tuber belt
BRONG AHAFO,Kintampo North,2013,Rice,47.0,1.85,86.95,False,cereal,3,Northern cereal-legume
BRONG AHAFO,Atebubu -Amantin,2013,Rice,267.0,1.88,501.96,False,cereal,0,Root & tuber belt
BRONG AHAFO,Pru,2013,Rice,120.0,1.69,202.8,False,cereal,0,Root & tuber belt
BRONG AHAFO,Sunyani Municipal,2013,Cassava,5442.0,14.5,78909.0,False,root,1,Mixed transitional
BRONG AHAFO,Sunyani West,2013,Cassava,6995.0,14.76,103246.2,False,root,1,Mixed transitional
BRONG AHAFO,Asutifi,2013,Cassava,15212.0,18.2,276858.4,False,root,0,Root & tuber belt
BRONG AHAFO,Wenchi,2013,Cassava,11003.0,19.28,212137.84,False,root,0,Root & tuber belt
BRONG AHAFO,Dormaa Municipal,2013,Cassava,10853.0,17.6,191012.8,False,root,1,Mixed transitional
BRONG AHAFO,Dormaa East,2013,Cassava,6932.0,30.2,209346.4,False,root,1,Mixed transitional
BRONG AHAFO,Berekum,2013,Cassava,8625.0,19.69,169826.25,False,root,1,Mixed transitional
BRONG AHAFO,Tano North,2013,Cassava,3629.3,21.35,77485.56,False,root,1,Mixed transitional
BRONG AHAFO,Tano South,2013,Cassava,9655.0,21.7,209513.5,False,root,0,Root & tuber belt
BRONG AHAFO,Sene,2013,Cassava,20240.0,17.54,355009.6,False,root,0,Root & tuber belt
BRONG AHAFO,Nkoranza South,2013,Cassava,3592.0,22.31,80137.52,False,root,3,Northern cereal-legume
BRONG AHAFO,Nkoranza North,2013,Cassava,4365.0,21.97,95899.05,False,root,1,Mixed transitional
BRONG AHAFO,Techiman,2013,Cassava,6885.0,21.34,146925.9,False,root,0,Root & tuber belt
BRONG AHAFO,Asunafo North,2013,Cassava,4773.0,18.65,89016.45,False,root,0,Root & tuber belt
BRONG AHAFO,Asunafo South,2013,Cassava,14352.0,18.75,269100.0,False,root,0,Root & tuber belt
BRONG AHAFO,Jaman North,2013,Cassava,2109.0,18.49,38995.41,False,root,0,Root & tuber belt
BRONG AHAFO,Jaman South,2013,Cassava,4915.0,18.48,90829.2,False,root,0,Root & tuber belt
BRONG AHAFO,Kintampo North,2013,Cassava,4670.0,17.42,81351.4,False,root,3,Northern cereal-legume
BRONG AHAFO,Kintampo South,2013,Cassava,4425.0,22.63,100137.75,False,root,0,Root & tuber belt
BRONG AHAFO,Atebubu -Amantin,2013,Cassava,19932.0,21.27,423953.64,False,root,0,Root & tuber belt
BRONG AHAFO,Pru,2013,Cassava,9681.0,19.19,185778.39,False,root,0,Root & tuber belt
BRONG AHAFO,Tain,2013,Cassava,9135.0,16.42,149996.7,False,root,0,Root & tuber belt
BRONG AHAFO,Sunyani Municipal,2013,Yam,428.0,16.73,7160.44,False,root,1,Mixed transitional
BRONG AHAFO,Sunyani West,2013,Yam,258.0,16.79,4331.82,False,root,1,Mixed transitional
BRONG AHAFO,Asutifi,2013,Yam,148.0,11.63,1721.24,False,root,0,Root & tuber belt
BRONG AHAFO,Wenchi,2013,Yam,10995.0,17.19,189004.05,False,root,0,Root & tuber belt
BRONG AHAFO,Dormaa Municipal,2013,Yam,672.0,10.05,6753.6,False,root,1,Mixed transitional
BRONG AHAFO,Dormaa East,2013,Yam,587.0,8.63,5065.81,False,root,1,Mixed transitional
BRONG AHAFO,Berekum,2013,Yam,1265.0,12.47,15774.55,False,root,1,Mixed transitional
BRONG AHAFO,Tano North,2013,Yam,317.0,12.36,3918.12,False,root,1,Mixed transitional
BRONG AHAFO,Tano South,2013,Yam,687.0,13.13,9020.31,False,root,0,Root & tuber belt
BRONG AHAFO,Sene,2013,Yam,20432.0,18.26,373088.32,False,root,0,Root & tuber belt
BRONG AHAFO,Nkoranza South,2013,Yam,7106.0,18.35,130395.1,False,root,3,Northern cereal-legume
BRONG AHAFO,Nkoranza North,2013,Yam,6553.0,18.43,120771.79,False,root,1,Mixed transitional
BRONG AHAFO,Techiman,2013,Yam,13985.0,17.87,249911.95,False,root,0,Root & tuber belt
BRONG AHAFO,Asunafo North,2013,Yam,98.0,13.89,1361.22,False,root,0,Root & tuber belt
BRONG AHAFO,Asunafo South,2013,Yam,112.0,13.71,1535.52,False,root,0,Root & tuber belt
BRONG AHAFO,Jaman North,2013,Yam,8325.0,15.22,126706.5,False,root,0,Root & tuber belt
BRONG AHAFO,Jaman South,2013,Yam,12276.0,14.76,181193.76,False,root,0,Root & tuber belt
BRONG AHAFO,Kintampo North,2013,Yam,8923.0,18.36,163826.28,False,root,3,Northern cereal-legume
BRONG AHAFO,Kintampo South,2013,Yam,8835.0,21.35,188627.25,False,root,0,Root & tuber belt
BRONG AHAFO,Atebubu -Amantin,2013,Yam,12985.0,14.69,190749.65,False,root,0,Root & tuber belt
BRONG AHAFO,Pru,2013,Yam,12744.0,18.01,229519.44,False,root,0,Root & tuber belt
BRONG AHAFO,Tain,2013,Yam,8679.0,17.35,150580.65,False,root,0,Root & tuber belt
CENTRAL,Upper Denkyira East,2013,Maize,3987.0,1.89,7535.43,False,cereal,1,Mixed transitional
CENTRAL,Upper Denkyira West,2013,Maize,6026.0,1.7,10244.2,False,cereal,0,Root & tuber belt
CENTRAL,Twifo-Herman/L. Denkyira,2013,Maize,5003.0,2.1,10506.3,False,cereal,0,Root & tuber belt
CENTRAL,Assin South,2013,Maize,4289.0,2.4,10293.6,False,cereal,0,Root & tuber belt
CENTRAL,Assin North,2013,Maize,12668.0,0.62,7854.16,False,cereal,1,Mixed transitional
CENTRAL,Abura-Asebu-Kwamankese,2013,Maize,5208.0,2.16,11249.28,False,cereal,1,Mixed transitional
CENTRAL,Asikuma-Odoben-Brakwa,2013,Maize,5410.0,2.1,11361.0,False,cereal,1,Mixed transitional
CENTRAL,Mfantsiman,2013,Maize,8552.9,1.59,13599.11,False,cereal,1,Mixed transitional
CENTRAL,Komenda-Edina-Eguafo-Abirem,2013,Maize,13562.0,1.3,17630.6,False,cereal,1,Mixed transitional
CENTRAL,Ajumako-Enyan-Esiam,2013,Maize,5158.0,1.56,8046.48,False,cereal,1,Mixed transitional
CENTRAL,Effutu (Winneba),2013,Maize,6077.0,1.75,10634.75,False,cereal,1,Mixed transitional
CENTRAL,Awutu-Senya,2013,Maize,11415.0,1.71,19519.65,False,cereal,0,Root & tuber belt
CENTRAL,Gomoa East,2013,Maize,3120.0,1.8,5616.0,False,cereal,1,Mixed transitional
CENTRAL,Gomoa West,2013,Maize,3413.0,1.79,6109.27,False,cereal,1,Mixed transitional
CENTRAL,Cape Coast,2013,Maize,7698.0,1.39,10700.22,False,cereal,1,Mixed transitional
CENTRAL,Agona East,2013,Maize,2427.7,1.63,3957.15,False,cereal,1,Mixed transitional
CENTRAL,Agona West (Swedru),2013,Maize,2041.0,1.6,3265.6,False,cereal,1,Mixed transitional
CENTRAL,Upper Denkyira East,2013,Rice,182.0,1.01,183.82,False,cereal,1,Mixed transitional
CENTRAL,Upper Denkyira West,2013,Rice,476.0,1.25,595.0,False,cereal,0,Root & tuber belt
CENTRAL,Twifo-Herman/L. Denkyira,2013,Rice,400.0,1.0,400.0,False,cereal,0,Root & tuber belt
CENTRAL,Assin South,2013,Rice,212.0,3.01,638.12,False,cereal,0,Root & tuber belt
CENTRAL,Assin North,2013,Rice,110.0,1.1,121.0,False,cereal,1,Mixed transitional
CENTRAL,Abura-Asebu-Kwamankese,2013,Rice,111.0,1.73,192.03,False,cereal,1,Mixed transitional
CENTRAL,Asikuma-Odoben-Brakwa,2013,Rice,41.0,1.0,41.0,False,cereal,1,Mixed transitional
CENTRAL,Gomoa East,2013,Rice,82.0,5.5,451.0,False,cereal,1,Mixed transitional
CENTRAL,Agona East,2013,Rice,16.0,1.6,25.6,False,cereal,1,Mixed transitional
CENTRAL,Upper Denkyira East,2013,Cassava,2504.0,16.97,42492.88,False,root,1,Mixed transitional
CENTRAL,Upper Denkyira West,2013,Cassava,6154.0,17.46,107448.84,False,root,0,Root & tuber belt
CENTRAL,Twifo-Herman/L. Denkyira,2013,Cassava,7687.0,22.7,174494.9,False,root,0,Root & tuber belt
CENTRAL,Assin South,2013,Cassava,3638.0,30.23,109976.74,False,root,0,Root & tuber belt
CENTRAL,Assin North,2013,Cassava,6318.0,16.36,103362.48,False,root,1,Mixed transitional
CENTRAL,Abura-Asebu-Kwamankese,2013,Cassava,4872.74,8.65,42149.2,False,root,1,Mixed transitional
CENTRAL,Asikuma-Odoben-Brakwa,2013,Cassava,5000.0,13.0,65000.0,False,root,1,Mixed transitional
CENTRAL,Mfantsiman,2013,Cassava,10116.0,12.08,122201.28,False,root,1,Mixed transitional
CENTRAL,Komenda-Edina-Eguafo-Abirem,2013,Cassava,15855.0,14.7,233068.5,False,root,1,Mixed transitional
CENTRAL,Ajumako-Enyan-Esiam,2013,Cassava,5569.0,16.13,89827.97,False,root,1,Mixed transitional
CENTRAL,Effutu (Winneba),2013,Cassava,8425.0,13.72,115591.0,False,root,1,Mixed transitional
CENTRAL,Awutu-Senya,2013,Cassava,22581.0,13.44,303488.64,False,root,0,Root & tuber belt
CENTRAL,Gomoa East,2013,Cassava,1513.0,16.84,25478.92,False,root,1,Mixed transitional
CENTRAL,Gomoa West,2013,Cassava,2883.0,13.63,39295.29,False,root,1,Mixed transitional
CENTRAL,Cape Coast,2013,Cassava,7422.0,19.44,144283.68,False,root,1,Mixed transitional
CENTRAL,Agona East,2013,Cassava,2513.0,13.5,33925.5,False,root,1,Mixed transitional
CENTRAL,Agona West (Swedru),2013,Cassava,1971.0,12.85,25327.35,False,root,1,Mixed transitional
CENTRAL,Upper Denkyira East,2013,Yam,135.0,4.82,650.7,False,root,1,Mixed transitional
CENTRAL,Upper Denkyira West,2013,Yam,268.0,4.9,1313.2,False,root,0,Root & tuber belt
CENTRAL,Twifo-Herman/L. Denkyira,2013,Yam,261.0,4.0,1044.0,False,root,0,Root & tuber belt
CENTRAL,Assin South,2013,Yam,67.2,4.22,283.58,False,root,0,Root & tuber belt
CENTRAL,Assin North,2013,Yam,285.0,4.78,1362.3,False,root,1,Mixed transitional
CENTRAL,Abura-Asebu-Kwamankese,2013,Yam,527.34,6.42,3385.52,False,root,1,Mixed transitional
CENTRAL,Asikuma-Odoben-Brakwa,2013,Yam,20.05,5.5,110.28,False,root,1,Mixed transitional
CENTRAL,Ajumako-Enyan-Esiam,2013,Yam,543.0,3.9,2117.7,False,root,1,Mixed transitional
CENTRAL,Effutu (Winneba),2013,Yam,61.0,4.1,250.1,False,root,1,Mixed transitional
CENTRAL,Awutu-Senya,2013,Yam,144.0,5.59,804.96,False,root,0,Root & tuber belt
CENTRAL,Gomoa East,2013,Yam,33.0,6.4,211.2,False,root,1,Mixed transitional
CENTRAL,Gomoa West,2013,Yam,22.0,5.2,114.4,False,root,1,Mixed transitional
CENTRAL,Agona East,2013,Yam,187.0,8.82,1649.34,False,root,1,Mixed transitional
CENTRAL,Agona West (Swedru),2013,Yam,147.0,7.8,1146.6,False,root,1,Mixed transitional
EASTERN,Birim South,2013,Maize,6106.0,2.52,15387.12,False,cereal,0,Root & tuber belt
EASTERN,Birim Central,2013,Maize,8698.0,2.51,21831.98,False,cereal,0,Root & tuber belt
EASTERN,West Akim,2013,Maize,14250.0,3.44,49020.0,False,cereal,0,Root & tuber belt
EASTERN,Suhum Kraboa Coaltar,2013,Maize,8615.0,2.3,19814.5,False,cereal,0,Root & tuber belt
EASTERN,Akuapim South,2013,Maize,6693.0,2.26,15126.18,False,cereal,0,Root & tuber belt
EASTERN,Akuapim North,2013,Maize,9325.0,2.4,22380.0,False,cereal,0,Root & tuber belt
EASTERN,New Juaben,2013,Maize,5295.0,2.21,11701.95,False,cereal,1,Mixed transitional
EASTERN,Yilo Krobo,2013,Maize,9185.0,1.9,17451.5,False,cereal,0,Root & tuber belt
EASTERN,East Akim,2013,Maize,6039.0,2.2,13285.8,False,cereal,0,Root & tuber belt
EASTERN,Atiwa,2013,Maize,6828.0,2.3,15704.4,False,cereal,0,Root & tuber belt
EASTERN,Kwaebibirem,2013,Maize,6763.0,2.2,14878.6,False,cereal,0,Root & tuber belt
EASTERN,Birim North,2013,Maize,4527.0,1.9,8601.3,False,cereal,0,Root & tuber belt
EASTERN,Akyemansa,2013,Maize,6378.0,1.9,12118.2,False,cereal,0,Root & tuber belt
EASTERN,Kwahu West,2013,Maize,4215.0,2.19,9230.85,False,cereal,0,Root & tuber belt
EASTERN,Kwahu South,2013,Maize,4510.0,2.15,9696.5,False,cereal,0,Root & tuber belt
EASTERN,Kwahu East,2013,Maize,3015.0,2.15,6482.25,False,cereal,0,Root & tuber belt
EASTERN,Fanteakwa,2013,Maize,16850.0,1.85,31172.5,False,cereal,0,Root & tuber belt
EASTERN,Afram Plains,2013,Maize,26345.0,2.3,60593.5,False,cereal,0,Root & tuber belt
EASTERN,Asuogyaman,2013,Maize,8867.0,1.9,16847.3,False,cereal,0,Root & tuber belt
EASTERN,Lower Manya Krobo,2013,Maize,5405.0,2.05,11080.25,False,cereal,1,Mixed transitional
EASTERN,Upper Manya Krobo,2013,Maize,8359.0,2.1,17553.9,False,cereal,1,Mixed transitional
